,Unnamed: 0,idx,query,page_size,abordagem,sinonimos,erros_digitacao,reordenados,result_query,result_sinonimos,result_erros_digitacao,result_reordenados
76,76,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,lexico,"Suporte Ergonômico para Auxiliar Escrita com 2 Dedos, cor Azul, modelo ADP01.",APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
77,77,38,APOIO ERGONOMICO PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul,100,semantico,"Suporte Ergonômico para Auxiliar Escrita com 2 Dedos, cor Azul, modelo ADP01.",APOI ERGONOMIC PRA AUXILIAR ESCIRT REF. ADP01 - 2 Dedos - Azul,PARA AUXILIAR ESCRITA REF. ADP01 - 2 Dedos - Azul APOIO ERGONOMICO,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
78,78,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,lexico,"Produto de Mingau sabor Banana e Maca da marca Allnutri, contendo 24 unidades de 180 gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
79,79,39,MINGAU BANANA E MACA ALLNUTRI 24X180,100,semantico,"Produto de Mingau sabor Banana e Maca da marca Allnutri, contendo 24 unidades de 180 gramas cada.",MINGU BANAN E MAC ALLNUTRI 24X180,MINGAU E MACA ALLNUTRI 24X180  BANANA,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
80,80,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,lexico,Tinta de Piso Acrylic Verde de 18 Litros da Linha Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
81,81,40,UNI TINTA PISO ACRIL VERDE 18LT UNIVERSO,100,semantico,Tinta de Piso Acrylic Verde de 18 Litros da Linha Universo,UNI TINT PIS ACRIL VERD 18LT UNIVERS,PISO ACRIL VERDE 18LT UNIVERSO UNI TINTA,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
82,82,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,lexico,"Lâmpada de Reemplazo H7, Funcionando com 24 Volts, Potência de 70 Watts, Referência 775, Modelo H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
83,83,41,LAMPADA H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,100,semantico,"Lâmpada de Reemplazo H7, Funcionando com 24 Volts, Potência de 70 Watts, Referência 775, Modelo H7.13972.HALC1 da Marca Haloway.",LAMPAD H7 24V.70W REF.775 H7.13972.HALC1 HALOWAY,24V.70W REF.775 H7.13972.HALC1 HALOWAY LAMPADA H7,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
84,84,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,lexico,"Sistema de Compressão Venosa Ultraline 4000, composto por 20-30 unidades, de cor Bege, com abertura para aplicação, Lote 360866 e Código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
85,85,42,VENOSAN ULTRALINE 4000 COMP. 20-30 AD G PE ABERTO BEGE BEGE  Lote:360866 Ean :7898360914173,100,semantico,"Sistema de Compressão Venosa Ultraline 4000, composto por 20-30 unidades, de cor Bege, com abertura para aplicação, Lote 360866 e Código EAN 7898360914173.",VENOSA ULTALIN 4000 COMP. 20-30 AD G PE ABERT BEG BEGE Lote:360866 Ean :7898360914173,COMP. 20-30 AD G PE ABERTO BEGE BEGE Lote:360866 Ean :7898360914173 VENOSAN ULTRALINE 4000,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
86,86,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,lexico,Limpeza Intensa de Fragrância Perfumada de 900 Mililitros com Propriedades Energizantes,LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
87,87,43,LIMP CIF PERFUMADOS 900ML ENERGIZANTE,100,semantico,Limpeza Intensa de Fragrância Perfumada de 900 Mililitros com Propriedades Energizantes,LIM CIF PERFUMANDO 900ML ENERGIZANT,900ML PERFUMADOS  ENERGIZANTE LIMP CIF,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/index_s_nf/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
88,88,44,COLHER PED TRAM 77358 095 9--,100,lexico,"Colher de Pedal Tram 77358 095 9--, uma ferramenta de transporte de alta performance com número de modelo 77358, código 095 e especificação 9--, ideal para uso em diversas aplicações.",COLH PED TRAM 77358 095 9--,PERFUMADOS 900ML CIF LIMP ENERGIZANTE,"{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}","{""error"":{""root_cause"":[{""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}}],""type"":""security_exception"",""reason"":""missing authentication credentials for REST request [/notas_fiscais/_search]"",""header"":{""WWW-Authenticate"":[""Basic realm=\""security\"" charset=\""UTF-8\"""",""ApiKey""]}},""status"":401}"
